"Libellé Sortie";"Code Enquète";"Observateurs";"Num Enquéte";"Heure Début";"Enquete Hors Panier";"Panier Complet";"Pecheur Sensibilisé";"Pecheur enqueté";"Constitution Groupe";"Nb adultes";"Nb enfants";"Nb tous petits";"Nb pecheurs groupe";"Nb Pecheurs Sensibilises";"Nb Reglettes";"Nb Depliants";"Observations";"Annuaire de marée";"Etat Sanitaire";"Source d'information";"Equipé Téléphone portable";"Connaissance Numéro Secours";"Numéro Secours";"Critéres choix site"
"Rochers et Port de Jard_26/08/2014_BELLOUR Simon_5";;"BELLOUR Simon";"5.0";"12:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;"Refus déjà enquêté";"Non renseigné";"NC";"";;;;""
"Rochers et Port de Jard_26/08/2014_BELLOUR Simon_6";;"BELLOUR Simon";"6.0";"12:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Oui";"Culture locale / habitude";;;;"Proximité | Fidélité"
"Rochers et Port de Jard_26/08/2014_BELLOUR Simon_7";;"BELLOUR Simon";"7.0";"12:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;3;;5;;1;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Rochers et Port de Jard_26/08/2014_BELLOUR Simon_8";;"BELLOUR Simon";"8.0";"12:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;2;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Rochers et Port de Jard_26/08/2014_BELLOUR Simon_9";;"BELLOUR Simon";"9.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;"Refus déjà enquêté";"Non renseigné";"NC";"";;;;""
"Rochers et Port de Jard_27/07/2015_C. Pigot_1";;"C. Pigot";"1.0";"19:57";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;0;;;"Non renseigné";"NC";"";;;;""
"Rochers et Port de Jard_28/10/2016_Justine VALLEE_1";;"Justine VALLEE";"1.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Rochers et Port de Jard_28/10/2016_Justine VALLEE_2";;"Justine VALLEE";"2.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;1;;2;;2;;;"Oui";"Non";"Aucune";;;;"Proximité | Fidélité"
"Rochers et Port de Jard_29/08/2014_KERBELLEC Estelle_1";;"KERBELLEC Estelle";"1.0";"13:07";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";7;2;;9;;1;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Rochers et Port de Jard_29/08/2014_KERBELLEC Estelle_2";;"KERBELLEC Estelle";"2.0";"13:17";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;12;;14;;6;;;"Non";"Non";"Aucune";;;;"Fidélité"
"Rochers et Port de Jard_29/08/2014_KERBELLEC Estelle_3";;"KERBELLEC Estelle";"3.0";"13:48";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;2;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Rochers et Port de Jard_29/08/2014_KERBELLEC Estelle_4";;"KERBELLEC Estelle";"4.0";"14:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;"Proximité | Fidélité"
"Ambleteuse_01/08/2015_AM_338";;"AM";"338.0";"08:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_01/08/2015_AM_339";;"AM";"339.0";"08:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_01/08/2015_AM_340";;"AM";"340.0";"08:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_01/08/2015_AM_341";;"AM";"341.0";"08:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"NC";"";;;;"Proximité"
"Ambleteuse_01/08/2015_AM_342";;"AM";"342.0";"08:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;""
"Ambleteuse_01/08/2015_AM_343";;"AM";"343.0";"08:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Qualité gisement"
"Ambleteuse_01/08/2015_AM_344";;"AM";"344.0";"08:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";6;0;;6;;2;;;"Non";"Non";"Aucune";;;;""
"Ambleteuse_01/08/2015_AM_345";;"AM";"345.0";"08:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;2;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_01/08/2015_AM_346";;"AM";"346.0";"07:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_01/08/2015_AM_347";;"AM";"347.0";"08:07";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Accessibilité (parkings …)"
"Ambleteuse_01/08/2015_AM_348";;"AM";"348.0";"07:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;3;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Accessibilité (parkings …)"
"Ambleteuse_01/08/2015_AM_349";;"AM";"349.0";"08:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;""
"Ambleteuse_01/08/2015_AM_350";;"AM";"350.0";"08:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Proximité"
"Ambleteuse_01/08/2015_AM_351";;"AM";"351.0";"09:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;3;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Ambleteuse_02/08/2015_AM_323";;"AM";"323.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"Non";"Aucune";;;;""
"Ambleteuse_02/08/2015_AM_324";;"AM";"324.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;""
"Ambleteuse_02/08/2015_AM_325";;"AM";"325.0";"09:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Oui";"Professionnels du tourisme";;;;""
"Ambleteuse_02/08/2015_AM_326";;"AM";"326.0";"09:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Ambleteuse_02/08/2015_AM_327";;"AM";"327.0";"09:03";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;1;;5;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_02/08/2015_AM_328";;"AM";"328.0";"08:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_02/08/2015_AM_329";;"AM";"329.0";"08:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Ambleteuse_02/08/2015_AM_330";;"AM";"330.0";"08:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Oui";"Internet / Applications mobiles";;;;"Fidélité"
"Ambleteuse_02/08/2015_AM_331";;"AM";"331.0";"09:16";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Autre critère"
"Ambleteuse_02/08/2015_AM_332";;"AM";"332.0";"09:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"";;;;"Proximité"
"Ambleteuse_02/08/2015_AM_333";;"AM";"333.0";"09:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;""
"Ambleteuse_02/08/2015_AM_334";;"AM";"334.0";"09:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Ambleteuse_02/08/2015_AM_335";;"AM";"335.0";"09:33";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Ambleteuse_02/08/2015_AM_336";;"AM";"336.0";"09:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_02/08/2015_AM_337";;"AM";"337.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";6;0;;6;;;;;"Oui";"Non";"Aucune";;;;""
"Ambleteuse_14/06/2014_AM_256";;"AM";"256.0";"19:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité | Fidélité"
"Ambleteuse_14/06/2014_AM_257";;"AM";"257.0";"19:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Qualité gisement | Fidélité"
"Ambleteuse_14/06/2014_AM_258";;"AM";"258.0";"19:44";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Ambleteuse_14/06/2014_AM_259";;"AM";"259.0";"19:52";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";6;0;;6;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Ambleteuse_14/06/2014_AM_260";;"AM";"260.0";"20:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";6;0;;6;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement | Fidélité"
"Ambleteuse_14/06/2014_AM_261";;"AM";"261.0";"20:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Ambleteuse_14/06/2014_AM_262";;"AM";"262.0";"20:46";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";;;;"Qualité gisement"
"Ambleteuse_14/06/2014_AM_263";;"AM";"263.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Ambleteuse_14/06/2014_AM_264";;"AM";"264.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Fidélité"
"Ambleteuse_22/07/2015_LDC_248";;"LDC";"248.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;;;;"Oui";"Oui";"";;;;"Proximité"
"Ambleteuse_22/07/2015_LDC_249";;"LDC";"249.0";"10:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;1;;2;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement | Proximité"
"Ambleteuse_22/07/2015_LDC_250";;"LDC";"250.0";"10:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_22/07/2015_LDC_251";;"LDC";"251.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;4;;6;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_22/07/2015_LDC_252";;"LDC";"252.0";"11:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";;;;"Qualité gisement | Proximité"
"Ambleteuse_22/07/2015_LDC_253";;"LDC";"253.0";"11:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;3;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_22/07/2015_LDC_254";;"LDC";"254.0";"11:37";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;1;;2;;;;;"Non";"Oui";"";;;;"Proximité"
"Ambleteuse_22/07/2015_LDC_255";;"LDC";"255.0";"11:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Ambleteuse_23/07/2015_LDC_240";;"LDC";"240.0";"11:18";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_23/07/2015_LDC_241";;"LDC";"241.0";"11:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Ambleteuse_23/07/2015_LDC_242";;"LDC";"242.0";"11:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Oui";"Internet / Applications mobiles";;;;"Proximité"
"Ambleteuse_23/07/2015_LDC_243";;"LDC";"243.0";"11:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";0;3;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ambleteuse_23/07/2015_LDC_244";;"LDC";"244.0";"11:56";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Ambleteuse_23/07/2015_LDC_245";;"LDC";"245.0";"11:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;3;;6;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Ambleteuse_23/07/2015_LDC_246";;"LDC";"246.0";"12:13";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Ambleteuse_23/07/2015_LDC_247";;"LDC";"247.0";"12:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;3;;5;;;;;"Oui";"Oui";"Internet / Applications mobiles";;;;"Proximité"
"Ault_05/09/2016_HB_580";;"HB";"580.0";"09:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;4;;;"Oui";"Non";"Aucune";;;;""
"Ault_05/09/2016_HB_581";;"HB";"581.0";"10:07";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_05/09/2016_HB_582";;"HB";"582.0";"10:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Ault_05/09/2016_MLI_576";;"MLI";"576.0";"09:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_05/09/2016_MLI_577";;"MLI";"577.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_05/09/2016_MLI_578";;"MLI";"578.0";"09:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_05/09/2016_MLI_579";;"MLI";"579.0";"10:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_HB_592";;"HB";"592.0";"11:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;2;;5;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_HB_593";;"HB";"593.0";"10:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_HB_594";;"HB";"594.0";"10:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;2;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_HB_595";;"HB";"595.0";"10:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_HB_596";;"HB";"596.0";"10:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;4;;;"Non";"Non";"Aucune";;;;""
"Ault_08/08/2016_HB_597";;"HB";"597.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_MR_585";;"MR";"585.0";"10:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_MR_586";;"MR";"586.0";"10:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_MR_587";;"MR";"587.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";5;6;;11;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_MR_588";;"MR";"588.0";"11:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;2;;6;;3;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_MR_589";;"MR";"589.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_MR_590";;"MR";"590.0";"10:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_08/08/2016_MR_591";;"MR";"591.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_09/06/2016_AM_605";;"AM";"605.0";"10:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Ault_09/06/2016_AM_606";;"AM";"606.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"NC";"";;;;""
"Ault_09/06/2016_MLI_607";;"MLI";"607.0";"11:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Ault_09/06/2016_MLI_608";;"MLI";"608.0";"11:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;""
"Ault_09/09/2014_AM_15";;"AM";"15.0";"20:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_09/09/2014_AM_16";;"AM";"16.0";"19:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Ault_09/09/2014_AM_17";;"AM";"17.0";"19:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Culture locale / habitude";;;;"Proximité"
"Ault_09/09/2014_AM_18";;"AM";"18.0";"19:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Ault_09/09/2014_AM_19";;"AM";"19.0";"19:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Culture locale / habitude";;;;"Proximité"
"Ault_09/09/2014_AM_20";;"AM";"20.0";"19:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_09/09/2014_AM_21";;"AM";"21.0";"19:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Ault_09/09/2014_AM_22";;"AM";"22.0";"19:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_09/09/2014_AM_23";;"AM";"23.0";"18:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Autre critère"
"Ault_09/09/2014_AM_24";;"AM";"24.0";"19:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_09/09/2014_AM_25";;"AM";"25.0";"19:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";;;;"Qualité gisement"
"Ault_10/08/2014_AM_131";;"AM";"131.0";"06:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";;;;"Proximité"
"Ault_10/08/2014_AM_132";;"AM";"132.0";"07:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Ault_10/08/2014_AM_133";;"AM";"133.0";"07:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_10/08/2014_AM_134";;"AM";"134.0";"06:48";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Ault_10/08/2014_AM_135";;"AM";"135.0";"06:48";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Ault_10/08/2014_AM_136";;"AM";"136.0";"06:48";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement | Proximité"
"Ault_10/08/2014_AM_137";;"AM";"137.0";"07:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";;;;;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement | Proximité"
"Ault_12/07/2014_AM_43";;"AM";"43.0";"07:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement | Proximité"
"Ault_12/07/2014_AM_44";;"AM";"44.0";"07:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Ault_12/07/2014_AM_45";;"AM";"45.0";"07:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Ault_12/07/2014_AM_46";;"AM";"46.0";"06:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";;;;"Proximité"
"Ault_12/07/2014_AM_47";;"AM";"47.0";"07:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Ault_12/07/2014_AM_48";;"AM";"48.0";"06:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_12/07/2014_AM_49";;"AM";"49.0";"06:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_12/07/2014_AM_50";;"AM";"50.0";"06:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Ault_12/07/2014_AM_51";;"AM";"51.0";"06:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";;;;"Qualité gisement | Autre critère"
"Ault_13/06/2014_AM_52";;"AM";"52.0";"20:12";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"NC";"";;;;""
"Ault_13/06/2014_AM_53";;"AM";"53.0";"20:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"NC";"";;;;"Qualité gisement"
"Ault_13/06/2014_AM_54";;"AM";"54.0";"20:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"NC";"";;;;""
"Ault_13/06/2014_AM_55";;"AM";"55.0";"19:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"NC";"";;;;"Proximité"
